4 x 256KB,2 x 512KB,1 x 1024KB
238.57855224609375,190.2523651123047,170.1039581298828
268.690673828125,178.6821746826172,178.7805633544922
331.5381164550781,193.4198455810547,231.95887756347656
238.1908721923828,204.326416015625,192.83680725097656
291.72723388671875,240.64100646972656,174.70797729492188
205.53350830078125,187.04603576660156,186.6212921142578
241.63819885253906,208.00216674804688,177.18344116210938
237.07711791992188,196.29383850097656,222.09593200683594
235.3024139404297,201.15895080566406,183.2332000732422
286.7875671386719,274.6665344238281,199.044189453125
207.53463745117188,191.55067443847656,195.54965209960938
205.83140563964844,188.3944854736328,181.3356475830078
210.1109619140625,184.3252410888672,196.0931396484375
270.7828369140625,196.5329132080078,229.07020568847656
211.0767822265625,192.009521484375,196.63381958007812
202.57327270507812,200.9253387451172,183.36761474609375
200.5873565673828,225.1553955078125,189.89718627929688
202.89906311035156,204.05615234375,237.85903930664062
265.4124755859375,220.58140563964844,175.57630920410156
221.1230010986328,195.97207641601562,172.08645629882812
276.9496765136719,176.9102020263672,186.68409729003906
244.22166442871094,247.9873809814453,252.708984375
219.3950653076172,181.27197265625,219.11328125
257.39630126953125,195.8972625732422,206.05870056152344
205.99185180664062,206.25979614257812,187.22735595703125
205.19004821777344,244.1616973876953,195.6807861328125
204.79441833496094,190.4579620361328,185.74403381347656
202.0449676513672,214.8795928955078,238.42767333984375
275.818603515625,204.93296813964844,206.89517211914062
235.05552673339844,199.3079071044922,196.63917541503906
252.81971740722656,186.18641662597656,200.6760711669922
269.5809326171875,207.72320556640625,172.8190155029297
209.67343139648438,245.81851196289062,184.64109802246094
199.6145477294922,199.8623046875,181.92845153808594
207.68780517578125,186.5526123046875,248.74581909179688
259.4052734375,214.20640563964844,213.9585723876953
204.27151489257812,268.2237854003906,216.3865203857422
204.9303741455078,206.03672790527344,194.71017456054688
250.51678466796875,211.87591552734375,200.44012451171875
200.74403381347656,217.82464599609375,244.9484100341797
213.1845703125,212.98744201660156,199.4360809326172
180.22982788085938,267.4364013671875,189.64857482910156
249.59495544433594,339.08905029296875,202.09620666503906
216.7459716796875,198.8098602294922,204.00682067871094
208.46527099609375,191.12155151367188,256.1891174316406
294.8137512207031,243.7559356689453,226.57058715820312
238.0391082763672,212.18080139160156,212.15830993652344
205.04042053222656,252.6830291748047,274.82720947265625
204.93008422851562,196.25265502929688,234.55953979492188
208.78134155273438,202.36895751953125,212.4087371826172
203.70578002929688,201.0155487060547,263.3541259765625
249.05860900878906,248.58551025390625,213.74566650390625
281.89697265625,216.13092041015625,209.9513397216797
199.1287078857422,202.2329559326172,210.46249389648438
192.02572631835938,212.50137329101562,197.48983764648438
250.5557861328125,209.9678955078125,247.90684509277344
303.8134765625,273.7308654785156,201.0961151123047
195.39102172851562,214.1407470703125,196.68316650390625
198.67408752441406,198.91961669921875,276.4646911621094
198.0711669921875,294.6746826171875,191.8640594482422
195.30393981933594,210.4034423828125,205.97348022460938
255.665283203125,219.87301635742188,207.42678833007812
210.24630737304688,209.031494140625,202.29116821289062
219.2239227294922,211.67593383789062,272.1602478027344
219.2696533203125,255.94644165039062,224.19857788085938
208.78765869140625,202.0115966796875,221.01783752441406
243.6884765625,194.09463500976562,211.0505828857422
226.21336364746094,205.23516845703125,227.78634643554688
226.19772338867188,208.54603576660156,268.0073547363281
223.1885528564453,201.38461303710938,219.63951110839844
284.54632568359375,242.3837127685547,195.24154663085938
217.330078125,199.8148193359375,238.92750549316406
277.78887939453125,212.2820281982422,198.96168518066406
231.00279235839844,199.7152862548828,208.4739227294922
231.5498809814453,268.6322326660156,198.6795196533203
278.9033203125,207.07810974121094,241.53175354003906
366.9012145996094,208.36639404296875,219.4690399169922
288.4256896972656,309.6242370605469,197.9206085205078
289.428955078125,203.20098876953125,203.4935760498047
349.7926330566406,263.4773254394531,254.67417907714844
410.8382568359375,208.15255737304688,216.24461364746094
332.931396484375,204.87606811523438,280.18414306640625
308.4472351074219,231.70242309570312,215.19744873046875
418.7297058105469,209.85986328125,212.8557891845703
228.5182342529297,240.06829833984375,227.9977569580078
238.63465881347656,209.00262451171875,228.2462615966797
240.9635467529297,208.64089965820312,205.3650665283203
285.7996826171875,190.42489624023438,259.2754821777344
226.4395294189453,201.88943481445312,207.56788635253906
245.3444366455078,192.93760681152344,202.89291381835938
278.930419921875,203.7168731689453,235.57171630859375
245.80101013183594,259.6929626464844,259.27294921875
227.42271423339844,209.55836486816406,241.12789916992188
228.40460205078125,192.9053192138672,263.7522277832031
229.47193908691406,271.34832763671875,230.88592529296875
274.1865234375,207.6602783203125,277.9712219238281
243.34986877441406,204.10340881347656,236.54269409179688
230.58966064453125,201.46273803710938,268.4619445800781
228.96923828125,251.25155639648438,220.16639709472656
224.65591430664062,203.61070251464844,218.69407653808594
219.00013732910156,201.40988159179688,203.8511505126953
279.1022644042969,209.23118591308594,286.9501953125
289.40020751953125,196.8282928466797,227.48455810546875
239.7837677001953,249.29652404785156,217.81655883789062
242.5335235595703,188.5959930419922,265.2510070800781
240.69174194335938,208.86520385742188,216.7258758544922
204.92457580566406,222.51625061035156,236.47962951660156
274.22076416015625,220.69619750976562,268.8578796386719
201.52001953125,269.9060363769531,238.2741241455078
224.25389099121094,196.4545135498047,204.99314880371094
224.41415405273438,192.35195922851562,206.74822998046875
216.11715698242188,196.44313049316406,246.03932189941406
203.83367919921875,211.9951629638672,206.5950927734375
297.1148681640625,251.1837158203125,213.9425506591797
274.5263671875,208.8782196044922,213.87142944335938
182.46795654296875,206.3684844970703,199.10198974609375
197.6488494873047,203.37477111816406,263.9510192871094
208.1017608642578,264.2653503417969,192.83230590820312
248.46144104003906,200.11293029785156,257.8398742675781
218.77723693847656,200.7242889404297,195.42776489257812
258.80902099609375,260.13519287109375,243.3027801513672
236.60084533691406,203.27330017089844,228.9679412841797
207.9965057373047,196.82550048828125,245.40029907226562
219.3394012451172,202.4754180908203,196.1800994873047
209.99623107910156,204.85980224609375,247.92529296875
213.145263671875,197.94110107421875,211.4330596923828
269.24591064453125,197.204345703125,196.88507080078125
193.58218383789062,257.2585754394531,248.21871948242188
193.64968872070312,207.5302734375,192.29286193847656
205.567626953125,193.84202575683594,197.3957977294922
206.6233673095703,191.79542541503906,237.6956024169922
262.0148010253906,241.75047302246094,192.78665161132812
217.33050537109375,239.52304077148438,214.57681274414062
223.8116455078125,223.31739807128906,201.1515350341797
198.55697631835938,215.11129760742188,205.6909942626953
262.1546936035156,218.53887939453125,185.85044860839844
220.92234802246094,253.9501953125,250.22625732421875
211.5894012451172,242.46409606933594,205.05917358398438
282.7000427246094,201.75694274902344,195.3319091796875
210.93701171875,210.26661682128906,189.75741577148438
222.4263458251953,202.51622009277344,183.55316162109375
261.66680908203125,199.75852966308594,184.84054565429688
215.51316833496094,255.41494750976562,198.62229919433594
221.9188995361328,211.55328369140625,224.88328552246094
216.19578552246094,224.09625244140625,190.19313049316406
220.08145141601562,290.78314208984375,192.7133026123047
212.84762573242188,215.49205017089844,246.90264892578125
264.0528564453125,206.70640563964844,191.56072998046875
216.56924438476562,254.64877319335938,247.72833251953125
207.7825164794922,211.63185119628906,181.27040100097656
209.98390197753906,187.11703491210938,196.3104705810547
208.1918487548828,187.45962524414062,193.22177124023438
256.4199523925781,235.25921630859375,254.60997009277344
210.03988647460938,189.43675231933594,191.96458435058594
261.3074951171875,207.7718963623047,192.2522735595703
208.9539794921875,264.4620056152344,226.99966430664062
238.48513793945312,231.326416015625,191.7442169189453
237.8938751220703,215.86593627929688,184.89393615722656
219.0636444091797,191.27638244628906,229.16151428222656
303.6712951660156,185.31980895996094,199.74136352539062
214.75668334960938,196.8509063720703,185.5054168701172
248.4615478515625,257.24072265625,187.0749053955078
211.35177612304688,204.73910522460938,259.64361572265625
217.7425994873047,251.45848083496094,194.989013671875
196.4312744140625,200.04522705078125,194.51614379882812
264.8893737792969,195.76034545898438,188.22506713867188
218.2444305419922,191.56256103515625,200.7691192626953
215.9168701171875,255.1426239013672,206.18614196777344
200.9031524658203,201.01651000976562,183.72308349609375
199.23219299316406,208.6392364501953,246.2533721923828
209.09446716308594,212.4801025390625,251.7991180419922
203.89895629882812,194.23199462890625,184.32518005371094
237.64710998535156,189.5066375732422,190.51943969726562
208.544677734375,253.0945587158203,183.84024047851562
206.9652557373047,216.1383056640625,182.7899932861328
198.94667053222656,201.0616455078125,184.35723876953125
263.9867248535156,265.3162536621094,235.1602020263672
230.8306427001953,214.22561645507812,186.90878295898438
213.1940155029297,201.06817626953125,191.0638427734375
207.81117248535156,201.7418975830078,172.4468231201172
208.1835479736328,196.73681640625,190.06016540527344
189.74977111816406,198.23855590820312,185.59242248535156
255.5585479736328,206.76846313476562,243.51136779785156
212.2045440673828,269.441650390625,183.8450469970703
222.46311950683594,216.48651123046875,183.7010040283203
262.17669677734375,198.131591796875,182.40963745117188
213.48580932617188,257.6296081542969,187.5943603515625
204.7144775390625,211.42422485351562,254.24070739746094
198.77206420898438,215.99310302734375,199.56529235839844
194.98739624023438,210.76806640625,201.9043731689453
236.16644287109375,208.757080078125,188.7323455810547
257.1873779296875,368.2266540527344,247.1128692626953
203.5884246826172,215.60635375976562,207.04986572265625
204.71548461914062,210.58419799804688,199.74354553222656
209.60006713867188,228.90316772460938,185.3395233154297
210.3627166748047,213.16497802734375,195.62014770507812
192.09347534179688,211.8519287109375,188.10800170898438
189.33717346191406,262.27801513671875,247.4488983154297
256.333984375,202.58963012695312,180.12155151367188
205.04232788085938,214.10511779785156,192.92013549804688
221.84742736816406,260.6522521972656,183.7632598876953
201.0471649169922,214.40318298339844,191.58421325683594
214.886962890625,209.7132568359375,211.94969177246094
281.92694091796875,222.78631591796875,249.96359252929688
214.52932739257812,213.42970275878906,205.386474609375
207.98806762695312,214.6593017578125,205.93519592285156
196.59210205078125,280.7010498046875,260.9702453613281
208.95872497558594,225.7005157470703,196.58810424804688
196.31539916992188,211.21644592285156,244.8809051513672
190.4759521484375,275.1346130371094,238.4618682861328
243.0949249267578,233.60511779785156,207.57078552246094
197.32847595214844,257.8449401855469,214.64451599121094
333.5011901855469,216.44859313964844,199.9064483642578
208.1416015625,209.552001953125,211.33653259277344
201.08734130859375,221.8985595703125,227.71600341796875
213.12664794921875,278.04705810546875,254.55076599121094
272.79315185546875,254.41140747070312,212.4820098876953
240.3240509033203,232.7283477783203,252.15878295898438
217.26998901367188,228.80810546875,207.37574768066406
206.0431671142578,269.36138916015625,196.6294708251953
192.1068115234375,217.26148986816406,201.30938720703125
218.76446533203125,252.2699432373047,199.19908142089844
214.90333557128906,239.33843994140625,204.5673065185547
267.584228515625,227.74073791503906,207.26144409179688
202.39047241210938,220.73675537109375,251.81024169921875
204.19277954101562,282.63482666015625,212.98837280273438
222.39306640625,208.7781219482422,215.00596618652344
229.20654296875,269.7462158203125,206.2328643798828
292.124755859375,238.47784423828125,210.60986328125
216.30581665039062,290.6584167480469,206.16299438476562
202.65664672851562,223.78915405273438,194.4649658203125
224.9977569580078,204.26919555664062,252.11026000976562
211.8450469970703,205.92117309570312,199.60653686523438
278.7681579589844,222.64981079101562,201.4152069091797
219.13986206054688,268.4035949707031,189.63134765625
208.02687072753906,212.60255432128906,201.23512268066406
227.2966766357422,285.7930908203125,221.53831481933594
211.57659912109375,217.10850524902344,280.8690490722656
244.70570373535156,214.57821655273438,200.30055236816406
226.72799682617188,197.36817932128906,199.16818237304688
207.6095428466797,259.41510009765625,250.0911407470703
212.140869140625,208.87049865722656,208.8050537109375
208.46812438964844,205.78164672851562,204.63897705078125
207.77767944335938,205.6014862060547,202.19119262695312
255.00086975097656,246.81768798828125,195.79953002929688
214.15042114257812,183.17294311523438,208.80787658691406
204.5089569091797,185.7042999267578,267.2480773925781
209.4646453857422,186.3483428955078,219.309814453125
229.88336181640625,228.40875244140625,263.9947814941406
274.11102294921875,195.64683532714844,194.7604522705078
215.6227569580078,190.4020538330078,259.27239990234375
197.8580780029297,189.49417114257812,215.416748046875
215.5905303955078,181.64944458007812,233.58642578125
215.27828979492188,192.99745178222656,213.85784912109375
263.3863830566406,187.93077087402344,206.9770965576172
212.07029724121094,185.54600524902344,250.3527374267578
222.6300506591797,225.98272705078125,205.0435333251953
275.4034118652344,200.74331665039062,256.0918884277344
216.44056701660156,196.50645446777344,206.67056274414062
234.4732208251953,172.1025848388672,254.0855712890625
300.7544250488281,181.54457092285156,211.45501708984375
239.89410400390625,248.14593505859375,203.29251098632812
310.59796142578125,191.24070739746094,193.3259735107422
240.6564178466797,186.3707733154297,231.8484649658203
310.7240905761719,308.10174560546875,264.7188415527344
262.9512939453125,208.80816650390625,292.0104064941406
247.17257690429688,187.92306518554688,191.36985778808594
292.5350646972656,196.1938934326172,219.2247772216797
230.28005981445312,257.534423828125,218.8516845703125
281.0472106933594,193.35169982910156,215.28317260742188
242.33351135253906,201.59417724609375,210.39346313476562
233.91004943847656,240.6248016357422,217.31686401367188
270.3863525390625,177.7921905517578,273.3274841308594
234.19189453125,193.1858673095703,232.57984924316406
227.9643096923828,181.2457275390625,278.5500183105469
239.9658203125,233.10134887695312,238.549072265625
232.8906707763672,192.900390625,225.19760131835938
314.75946044921875,193.7064666748047,217.84765625
231.78048706054688,193.11785888671875,279.5332946777344
237.60121154785156,191.35885620117188,241.75540161132812
216.7357177734375,245.26205444335938,246.62051391601562
593.3526000976562,191.48272705078125,232.30288696289062
306.8119812011719,208.16587829589844,231.97378540039062
248.45697021484375,197.59864807128906,299.4005432128906
234.2517547607422,200.5586395263672,229.55416870117188
232.91343688964844,193.6355743408203,229.0281219482422
233.30271911621094,206.45118713378906,247.93136596679688
307.4252624511719,242.76564025878906,273.5077209472656
261.1948547363281,206.04232788085938,232.0214080810547
238.2560272216797,199.36520385742188,229.7579345703125
301.5284118652344,215.28863525390625,234.44308471679688
247.3195037841797,279.4232177734375,267.3423767089844
228.34262084960938,212.79869079589844,234.52633666992188
237.27366638183594,199.0777130126953,235.44915771484375
288.8612365722656,210.17942810058594,238.72767639160156
234.47052001953125,193.27720642089844,235.93702697753906
221.6660614013672,240.71253967285156,224.28195190429688
258.7606506347656,198.5118408203125,294.311767578125
279.5458984375,186.80657958984375,221.4684295654297
250.65884399414062,227.3621063232422,217.11880493164062
233.94769287109375,245.20480346679688,221.11505126953125
266.01898193359375,184.56092834472656,228.05142211914062
216.41574096679688,234.49655151367188,286.3428649902344
225.8035430908203,213.14096069335938,249.19898986816406
216.4685516357422,186.25814819335938,221.2803497314453
290.9765319824219,192.40126037597656,217.0730438232422
231.3412322998047,192.3856964111328,263.31512451171875
264.60174560546875,175.67250061035156,229.95263671875
332.95806884765625,246.12625122070312,231.21986389160156
262.8993225097656,193.99583435058594,217.43983459472656
223.76187133789062,196.6434783935547,222.53713989257812
215.1038360595703,230.51254272460938,290.581787109375
231.69554138183594,195.72630310058594,211.98182678222656
212.72377014160156,185.51683044433594,192.10406494140625
224.22064208984375,199.49481201171875,191.99615478515625
343.7525939941406,206.63507080078125,196.2523193359375
215.1460418701172,189.20758056640625,255.94813537597656
278.17120361328125,190.19667053222656,296.5137634277344
243.7047119140625,194.00689697265625,242.75791931152344
327.1557312011719,234.58230590820312,208.74716186523438
380.34478759765625,185.49200439453125,207.66110229492188
287.5826110839844,199.6192169189453,260.5804748535156
278.55572509765625,191.6154022216797,218.71958923339844
332.39404296875,191.40171813964844,212.0545654296875
276.75433349609375,183.32720947265625,193.19171142578125
258.9393005371094,224.0582733154297,253.67945861816406
389.41363525390625,231.25946044921875,195.8766632080078
291.1433410644531,204.5812530517578,201.28317260742188
247.29791259765625,186.00393676757812,210.7641143798828
197.83018493652344,189.08184814453125,205.72442626953125
215.8135223388672,251.08363342285156,238.31971740722656
208.9259490966797,199.2516326904297,204.10446166992188
202.98851013183594,249.96031188964844,196.89625549316406
208.53346252441406,209.7491912841797,201.73941040039062
195.41375732421875,194.02127075195312,206.50616455078125
261.6529846191406,202.7049102783203,204.13255310058594
191.4699249267578,193.43093872070312,201.18223571777344
204.7991485595703,189.6491241455078,256.49432373046875
194.06492614746094,264.6306457519531,191.95701599121094
265.0119934082031,199.2450714111328,194.6385955810547
203.49205017089844,240.30465698242188,202.75868225097656
196.3859405517578,249.43617248535156,193.9012451171875
205.95779418945312,233.31201171875,194.5382843017578
199.96401977539062,273.5377502441406,202.80914306640625
340.1903991699219,272.387451171875,300.19677734375
219.77383422851562,210.2788848876953,211.3106231689453
202.95556640625,203.12718200683594,204.32672119140625
253.1544189453125,200.5325164794922,191.9451446533203
212.94886779785156,248.0341339111328,217.38941955566406
214.81568908691406,192.063232421875,239.6289520263672
204.83056640625,207.25503540039062,204.70765686035156
240.22906494140625,199.4501495361328,197.96920776367188
204.45591735839844,196.95545959472656,248.24839782714844
223.231689453125,243.88931274414062,200.75074768066406
231.041748046875,292.5090637207031,216.3719482421875
212.100830078125,199.35720825195312,191.63841247558594
219.9370574951172,195.18804931640625,241.35775756835938
300.34832763671875,263.2529296875,204.98434448242188
208.82803344726562,231.8859100341797,201.07418823242188
223.27981567382812,224.29747009277344,250.70777893066406
209.30599975585938,332.20111083984375,220.16078186035156
202.85118103027344,224.50686645507812,189.34002685546875
226.94705200195312,210.40638732910156,214.4356689453125
268.1564636230469,261.9562683105469,209.20826721191406
217.49415588378906,214.34681701660156,218.47825622558594
204.38723754882812,327.2646179199219,204.05560302734375
266.9093322753906,338.4725646972656,243.5099639892578
220.56324768066406,283.1397399902344,206.0702667236328
222.50790405273438,270.9996643066406,258.36700439453125
206.39938354492188,285.8523864746094,211.32147216796875
203.9878692626953,342.1629943847656,199.9102325439453
209.0278778076172,293.6329040527344,194.26698303222656
289.13275146484375,272.5747375488281,212.3485870361328
223.51046752929688,391.03057861328125,198.35850524902344
231.425048828125,228.65428161621094,251.4756622314453
223.70184326171875,222.9210662841797,206.79421997070312
236.4484100341797,216.3321990966797,198.50270080566406
231.38645935058594,232.65267944335938,225.4721221923828
286.3651123046875,216.3989715576172,193.34066772460938
227.99832153320312,265.33697509765625,191.09506225585938
220.00697326660156,219.1089324951172,251.6471405029297
264.5413818359375,202.86929321289062,203.93247985839844
208.6880645751953,218.76719665527344,267.10260009765625
212.08224487304688,216.49656677246094,197.85533142089844
222.16879272460938,255.17013549804688,238.972412109375
247.94796752929688,230.2344512939453,185.1484375
209.72230529785156,217.274169921875,198.61459350585938
220.08584594726562,223.90286254882812,205.44705200195312
212.00767517089844,235.9419708251953,189.3372802734375
208.5609130859375,216.836181640625,171.1882781982422
190.8436737060547,222.50367736816406,346.2359924316406
240.01925659179688,280.5071716308594,184.70188903808594
216.16770935058594,221.7403564453125,273.82025146484375
201.78857421875,224.5999298095703,213.4818572998047
197.5093994140625,212.78504943847656,276.3557434082031
259.3849792480469,211.69296264648438,272.2868957519531
210.4244384765625,266.25286865234375,269.26287841796875
200.4346160888672,220.33242797851562,264.2621765136719
205.2254180908203,229.13658142089844,277.51788330078125
199.2903594970703,202.32196044921875,278.8826599121094
205.9490966796875,225.1614990234375,347.34637451171875
211.84104919433594,261.04913330078125,298.4873962402344
272.1738586425781,283.6834716796875,281.73358154296875
205.60189819335938,230.2044219970703,467.2571105957031
201.08602905273438,238.96136474609375,221.34271240234375
201.5239715576172,242.5787811279297,197.28846740722656
244.7102813720703,291.1233215332031,202.45401000976562
206.44973754882812,241.30430603027344,183.05795288085938
199.20533752441406,225.84188842773438,259.336669921875
205.5599822998047,304.9432067871094,204.76409912109375
254.7506866455078,247.251220703125,198.8776397705078
211.98361206054688,280.41497802734375,176.52615356445312
219.852783203125,230.59735107421875,259.60546875
268.3918151855469,226.7458953857422,202.2632293701172
232.45590209960938,216.70086669921875,199.8789520263672
