4 x 256KB,2 x 512KB,1 x 1024KB
11.760479927062988,9.08738899230957,9.10319709777832
9.246110916137695,9.015385627746582,9.01009750366211
9.199893951416016,9.16235637664795,8.99504280090332
9.167526245117188,9.11760139465332,9.17481803894043
9.208747863769531,9.162590980529785,9.167771339416504
9.168878555297852,9.141572952270508,9.185583114624023
9.17985725402832,9.161823272705078,9.166884422302246
9.251574516296387,9.094812393188477,9.166067123413086
9.160463333129883,9.187744140625,9.175230979919434
9.165839195251465,9.148916244506836,9.17406177520752
9.192879676818848,9.160186767578125,9.17221736907959
9.15630054473877,9.109574317932129,9.16783332824707
9.159001350402832,9.174018859863281,9.123977661132812
9.197552680969238,9.156167030334473,9.189108848571777
9.167801856994629,9.11219310760498,9.02238655090332
9.152196884155273,9.161490440368652,9.163881301879883
9.155345916748047,9.105524063110352,9.013798713684082
9.128823280334473,9.181666374206543,9.170934677124023
8.97424602508545,9.151591300964355,9.161584854125977
9.182938575744629,9.110530853271484,9.158578872680664
9.15427017211914,9.158407211303711,9.169342041015625
9.203800201416016,9.123988151550293,9.117676734924316
9.16269588470459,9.150965690612793,9.0194091796875
9.164363861083984,9.10637092590332,9.182537078857422
9.149735450744629,9.157567977905273,9.154328346252441
9.704036712646484,9.10119915008545,9.169934272766113
9.17724609375,9.183229446411133,9.159690856933594
9.131232261657715,9.160079002380371,9.160547256469727
10.548297882080078,9.10240650177002,9.15826416015625
10.00379753112793,9.1600341796875,9.16600227355957
9.1693696975708,9.10937786102295,9.122030258178711
9.109795570373535,9.15402889251709,9.07441520690918
9.169939041137695,9.154359817504883,9.07274341583252
9.18471622467041,9.119516372680664,9.168519973754883
9.178186416625977,9.093673706054688,9.177480697631836
9.163963317871094,9.18613052368164,9.155913352966309
9.185635566711426,9.149979591369629,9.019046783447266
9.159263610839844,9.149142265319824,9.20437240600586
9.173050880432129,9.110321998596191,9.161982536315918
9.13707160949707,9.165078163146973,9.163408279418945
9.155009269714355,9.102692604064941,9.175711631774902
9.143269538879395,9.15114974975586,9.097859382629395
9.149648666381836,9.1057710647583,9.150616645812988
9.150742530822754,9.163389205932617,9.173585891723633
9.120179176330566,9.099747657775879,9.159839630126953
9.16157054901123,9.147829055786133,9.131288528442383
9.158111572265625,9.09453296661377,9.195000648498535
9.195455551147461,9.16285228729248,9.164071083068848
9.160274505615234,9.104764938354492,9.121328353881836
9.161503791809082,9.176983833312988,9.020085334777832
9.156790733337402,9.143601417541504,9.168128967285156
9.13132381439209,9.166497230529785,9.179635047912598
9.165093421936035,9.096109390258789,9.173166275024414
9.16100025177002,9.162741661071777,9.159409523010254
9.183893203735352,9.083657264709473,9.122761726379395
9.161445617675781,9.157116889953613,9.192671775817871
9.163228988647461,9.108297348022461,9.024052619934082
9.164508819580078,9.157994270324707,9.107645988464355
9.20682144165039,9.128634452819824,9.017955780029297
9.164816856384277,9.147421836853027,9.172628402709961
9.154521942138672,9.15931224822998,9.121846199035645
9.158990859985352,9.107818603515625,9.155604362487793
9.16653823852539,9.166666984558105,9.014389991760254
9.166274070739746,9.076549530029297,9.160601615905762
9.19555950164795,9.152050018310547,9.125614166259766
9.115253448486328,9.109153747558594,9.022546768188477
9.163396835327148,9.165000915527344,9.173624038696289
9.158903121948242,9.106719017028809,9.179908752441406
9.159790992736816,9.14283275604248,9.091411590576172
9.160331726074219,9.110940933227539,9.013710975646973
9.158390045166016,9.153302192687988,9.199758529663086
9.332072257995605,9.111150741577148,9.07522964477539
9.175505638122559,9.174182891845703,9.170878410339355
9.16014575958252,9.149658203125,9.162147521972656
9.146721839904785,9.160058975219727,9.166288375854492
9.166848182678223,9.16114330291748,9.158860206604004
9.162631034851074,9.100713729858398,9.168548583984375
9.165943145751953,9.160087585449219,9.171648979187012
9.176170349121094,9.111950874328613,9.119508743286133
9.178935050964355,9.164665222167969,9.018919944763184
9.163249015808105,9.152084350585938,9.173348426818848
9.155632019042969,9.170100212097168,9.147941589355469
9.160189628601074,9.151476860046387,9.025214195251465
9.12806510925293,9.108855247497559,9.15176010131836
9.160137176513672,9.163395881652832,9.124629974365234
9.156782150268555,9.106474876403809,9.0157470703125
9.154802322387695,9.157148361206055,9.186053276062012
9.155195236206055,9.139181137084961,9.159380912780762
9.161323547363281,9.137380599975586,9.161842346191406
9.148237228393555,9.11115837097168,9.124410629272461
9.17416000366211,9.167807579040527,9.224666595458984
