1K,16K,64K,256K,1M
1.04814112E8,5.44036352E8,7.29094656E8,1.032299648E9,1.140202624E9
8.5212264E7,5.50367232E8,7.81286208E8,1.054719744E9,1.137669888E9
8.5486888E7,5.57716672E8,7.32558784E8,1.03663872E9,1.144093312E9
8.3839864E7,7.48404928E8,7.8117184E8,1.7046032E8,1.13726272E9
6.47811E7,6.498016E8,7.31191232E8,1.031151232E9,1.143596928E9
1.23903448E8,4.93403808E8,7.7201728E8,1.056908288E9,1.13685504E9
8.342928E7,5.34503872E8,7.33610112E8,1.054276288E9,1.143207168E9
8.5258032E7,6.5752704E8,7.3489728E8,1.056711936E9,1.138290304E9
9.6219528E7,4.761168E8,7.3258144E8,1.03625184E9,1.122788736E9
7.8089008E7,5.17146624E8,7.36015424E8,1.04002176E9,1.14241152E9
1.14546216E8,5.53957184E8,7.31438592E8,1.051152512E9,1.138483072E9
1.306148E8,5.47830784E8,7.38697344E8,1.050667136E9,1.138849408E9
1.23400424E8,5.60229952E8,7.30972416E8,1.02771456E9,1.14442752E9
8.0229136E7,7.50395072E8,7.43856448E8,1.049210816E9,1.123636096E9
9.5434416E7,6.40969152E8,7.17038656E8,1.0281392E9,1.14193728E9
7.9167792E7,6.31445184E8,7.24423552E8,1.034012992E9,1.14319552E9
1.27559144E8,7.03160704E8,8.4666944E8,1.05267136E9,1.13700224E9
1.34613056E8,5.96278464E8,7.28662976E8,1.042364736E9,1.121876224E9
7.5991304E7,5.3242288E8,7.32937984E8,1.048524096E9,1.140692736E9
7.8856888E7,5.15723104E8,7.26245248E8,1.041873152E9,1.14119488E9
1.46269408E8,6.63718656E8,7.33406656E8,1.050225792E9,1.122964608E9
7.5746096E7,4.67265184E8,7.33682432E8,1.04055904E9,1.136065664E9
7.09406E7,6.6066016E8,7.37521728E8,1.0529792E9,1.137240448E9
8.0232352E7,6.44984448E8,7.3420512E8,1.057305536E9,1.12349696E9
1.1665616E8,5.21153984E8,7.41393728E8,1.0362112E9,1.141989632E9
1.59403184E8,5.1414048E8,7.3448992E8,1.054235904E9,1.123115776E9
1.01282232E8,5.88516544E8,7.33866688E8,1.034918016E9,1.141067264E9
1.31494168E8,5.34020448E8,7.83556032E8,1.054609856E9,1.136187136E9
1.45131568E8,6.7274656E8,7.29336384E8,1.056408064E9,1.142269952E9
8.0839432E7,6.34308992E8,7.87354048E8,1.052193728E9,1.122844288E9
1.38079584E8,5.20054592E8,7.33342784E8,1.026871168E9,1.141504512E9
7.8185472E7,5.8287584E8,7.74697408E8,1.048499648E9,1.13491584E9
7.1449496E7,5.80992064E8,7.338608E8,1.034732224E9,1.142398208E9
1.16218256E8,6.76372608E8,7.39073536E8,1.051867328E9,1.13802752E9
1.0786904E8,4.77167552E8,7.3123968E8,1.056565056E9,1.139437568E9
1.47749776E8,6.56046912E8,7.81106944E8,1.033855488E9,1.123100672E9
8.08512E7,6.33021568E8,7.30110208E8,1.048814912E9,1.142652288E9
9.6512984E7,5.3607984E8,7.34425024E8,1.048687744E9,1.142868352E9
1.14614496E8,6.16867456E8,7.35736192E8,1.050763392E9,1.142911488E9
1.00493424E8,5.3198032E8,7.37713024E8,1.037076288E9,1.14249536E9
8.0162888E7,6.51158272E8,7.3134336E8,1.047924544E9,1.138438784E9
1.45530752E8,4.71545216E8,7.31690304E8,1.0406736E9,1.143789696E9
7.4431344E7,6.80405184E8,7.31604992E8,1.030017728E9,1.138946688E9
7.8968352E7,6.35690048E8,7.29410368E8,1.034181696E9,1.144138112E9
1.28802912E8,5.22626464E8,7.34212736E8,1.027828416E9,1.143673472E9
1.23529984E8,5.1616896E8,7.35302592E8,1.048927552E9,1.140191872E9
7.9732736E7,6.69080896E8,7.42691136E8,1.033580096E9,1.141383296E9
1.06221392E8,6.3404E8,7.07095616E8,1.054139136E9,1.140626816E9
7.8468912E7,5.18210208E8,7.81657408E8,1.054732352E9,1.144224896E9
1.16106256E8,5.9832096E8,7.45036736E8,1.03618592E9,1.14347392E9
1.29750488E8,5.30358016E8,7.459312E8,1.052441152E9,1.137979648E9
7.615276E7,7.38412672E8,7.42076288E8,1.04081152E9,1.123247232E9
9.8701096E7,4.79721312E8,7.31658496E8,1.03882272E9,1.141395456E9
1.5872512E8,5.62968E8,7.30751232E8,1.052323904E9,1.137861248E9
9.7839696E7,6.60982208E8,7.31084352E8,1.049838656E9,1.142066432E9
7.8884264E7,6.39018496E8,7.27567936E8,1.04113248E9,1.140701952E9
1.12205736E8,5.304424E8,7.32779392E8,1.051114112E9,1.142594048E9
1.3620824E8,5.76294144E8,7.32260416E8,1.033967872E9,1.140466048E9
7.757952E7,6.82777344E8,7.47436544E8,1.033077888E9,1.143332864E9
1.28336752E8,4.64412928E8,7.30930688E8,1.055259712E9,1.117229312E9
1.35184464E8,5.37668736E8,7.37385792E8,9.87032064E8,1.120292096E9
7.9005792E7,6.71811584E8,7.35935872E8,9.72596288E8,1.14294272E9
1.05749608E8,6.27502656E8,7.36031488E8,1.014695296E9,1.139186944E9
7.9057632E7,5.28392864E8,7.38508992E8,1.05553952E9,1.143555328E9
1.29897128E8,5.34368224E8,7.33950016E8,1.044871488E9,1.1445696E9
1.34005144E8,6.20128576E8,7.43018816E8,1.049295104E9,1.123743872E9
7.558636E7,4.57592608E8,7.35739584E8,1.051741568E9,1.141046272E9
8.5449632E7,5.09049952E8,7.8489088E8,1.031443712E9,1.122835968E9
1.37311712E8,6.373664E8,7.27916288E8,1.037852416E9,9.34175936E8
1.03547536E8,5.0622816E8,7.84027392E8,1.051855232E9,1.133794176E9
7.4104816E7,5.79516992E8,7.30591936E8,1.047096448E9,1.142686464E9
7.8916008E7,6.04727488E8,7.8207008E8,1.045016128E9,1.136215936E9
1.62108704E8,4.73560512E8,7.28968448E8,1.047658176E9,1.137351552E9
1.23699608E8,6.23516736E8,7.74753664E8,1.050106048E9,1.144071296E9
8.1355048E7,6.308576E8,7.31799936E8,1.03439392E9,1.145065344E9
1.24078712E8,4.49537952E8,7.36452416E8,1.053580352E9,1.142311808E9
1.34219184E8,4.65895008E8,7.32577216E8,1.054894912E9,1.139014016E9
7.9875392E7,7.41812288E8,7.33320064E8,1.035639744E9,1.122833408E9
7.887244E7,4.68993632E8,7.35281408E8,1.056447744E9,1.138666112E9
1.08202856E8,5.78205952E8,7.3721248E8,1.044223296E9,1.143246976E9
1.4855088E8,5.5375584E8,7.32923712E8,1.051146944E9,1.137501056E9
7.61458E7,5.59671488E8,7.44682176E8,1.058250432E9,1.123333376E9
7.971748E7,6.57535168E8,7.35273024E8,1.051376128E9,1.141727104E9
1.36819488E8,7.34322176E8,7.08502976E8,1.041197632E9,1.12385152E9
7.9118928E7,6.32996544E8,8.55926144E8,1.051736384E9,1.142275712E9
1.0001E8,6.34789632E8,7.31940544E8,1.03435808E9,1.14375232E9
7.6775432E7,6.74550464E8,7.33602496E8,1.052423808E9,1.143648E9
1.22949808E8,6.16415936E8,7.28866304E8,1.055632704E9,1.136660096E9
1.36477776E8,5.31160864E8,7.3278272E8,1.036280768E9,1.143632768E9
7.5734048E7,6.77420672E8,7.37170048E8,1.048097856E9,1.144531584E9
7.8408E7,3.56320448E8,7.34800256E8,1.041380224E9,1.12203584E9
1.42616736E8,5.47542016E8,7.3496224E8,1.050378752E9,1.121438464E9
1.18694352E8,6.5374432E8,7.39592832E8,1.036539648E9,1.141288448E9
7.3408504E7,6.51205952E8,7.35567872E8,1.048906048E9,1.123691264E9
1.0672928E8,5.20858752E8,7.37643264E8,1.027930752E9,1.142327936E9
1.20628712E8,6.5008672E8,7.36910336E8,1.050624064E9,1.143589504E9
1.17629072E8,5.95357696E8,7.40651584E8,1.05548032E9,1.144769664E9
7.7257664E7,6.23035968E8,7.40541056E8,1.034989504E9,1.12380224E9
1.1544144E8,5.49390144E8,7.34457024E8,1.054091328E9,1.14060096E9
1.37986224E8,5.49244928E8,7.35092288E8,1.057453568E9,1.139163904E9
7.6450264E7,6.644656E8,7.34939456E8,1.052364992E9,1.123053056E9
7.9533616E7,4.64657024E8,7.35873216E8,1.034292032E9,1.142730112E9
1.46111248E8,5.89911744E8,7.37974208E8,1.051110656E9,1.139027712E9
7.3952464E7,6.97462592E8,7.3846208E8,1.056970752E9,1.122368256E9
7.8698016E7,4.7245584E8,7.34571712E8,1.054513792E9,1.141865344E9
7.0828048E7,6.56499136E8,7.36934912E8,1.03187648E9,1.123096192E9
1.27718816E8,6.1451488E8,7.38618048E8,1.05239616E9,1.142090112E9
1.34302096E8,5.41961344E8,7.37534464E8,1.055286656E9,1.123079168E9
7.8276664E7,7.34632384E8,7.34250624E8,1.051873792E9,1.140982656E9
7.9113296E7,6.6615872E8,7.37287296E8,1.055600448E9,1.138669056E9
7.3244512E7,5.8703744E8,7.36462592E8,1.055445952E9,1.141255296E9
7.8917256E7,5.49075328E8,7.33199104E8,1.0515536E9,1.140019456E9
1.30115144E8,6.63776448E8,7.34416576E8,1.034809664E9,1.14434176E9
1.33288904E8,4.65283968E8,7.33516736E8,1.050776704E9,1.141890048E9
7.3893992E7,6.8494912E8,7.29468608E8,1.01792096E9,1.140821248E9
7.903764E7,6.15178752E8,7.3833856E8,1.041557312E9,1.143478784E9
1.03451128E8,5.25822816E8,7.25606336E8,1.055512064E9,1.123114368E9
7.9127072E7,5.32598336E8,7.29365504E8,1.044026048E9,1.142592768E9
1.29167256E8,6.43694784E8,7.3243392E8,1.02777728E9,1.123539968E9
1.20266032E8,4.50708032E8,7.38754432E8,1.060187968E9,1.141406592E9
1.09627488E8,5.09997568E8,7.33079872E8,1.052061888E9,1.137447808E9
7.663892E7,3.6593008E8,7.40783552E8,1.039869632E9,1.122264448E9
7.2296128E7,5.08469184E8,7.06795712E8,1.05300608E9,1.140944128E9
1.18185144E8,5.35577408E8,8.46556352E8,1.038557248E9,1.138037248E9
1.31591064E8,3.75196672E8,7.3030016E8,1.033951616E9,1.143567232E9
7.5935912E7,5.17723968E8,7.28870464E8,1.034923008E9,1.117129856E9
7.8861248E7,5.04073536E8,7.28450624E8,1.055684032E9,1.139466496E9
1.46989648E8,5.82453568E8,7.33080704E8,1.031978816E9,1.138239104E9
7.4717752E7,5.133256E8,7.32507648E8,1.026361408E9,1.144279552E9
7.9239304E7,5.05194048E8,7.83195584E8,1.050653376E9,1.14379072E9
1.39464176E8,6.18874112E8,7.31665216E8,1.02675584E9,1.123308928E9
1.4872984E8,4.9756656E8,7.80190976E8,1.032363008E9,1.142023808E9
7.5247944E7,6.15363328E8,7.33107584E8,1.048255872E9,1.143447552E9
7.3077512E7,4.97769344E8,7.38697344E8,1.042347328E9,1.139367808E9
1.06045664E8,6.02396032E8,7.35541696E8,1.051977984E9,1.116608768E9
1.17026128E8,5.25289408E8,7.40691008E8,1.041146368E9,1.143081472E9
1.09195336E8,6.6296512E8,7.3426496E8,1.051856512E9,1.141244416E9
1.47815296E8,4.8941488E8,7.77954688E8,1.032842304E9,1.121936256E9
7.9029512E7,6.25388416E8,7.32485824E8,1.053192832E9,1.140889728E9
8.42162E7,5.27932576E8,7.387536E8,1.055074048E9,1.123460736E9
1.23491856E8,7.7706752E7,7.3154144E8,1.034873536E9,1.142451072E9
1.1727316E8,6.50287552E8,7.40428736E8,1.047230464E9,1.143108992E9
1.03177872E8,5.04488384E8,7.36896768E8,1.04040384E9,1.138378496E9
1.30974056E8,6.60578304E8,7.39086336E8,1.04896064E9,1.142860544E9
8.1128008E7,6.7214464E8,7.3767904E8,1.034652352E9,1.137984256E9
1.13691912E8,4.6606192E8,7.3331168E8,1.0499936E9,1.136043776E9
1.44560896E8,5.37563968E8,7.3498336E8,1.032781056E9,1.1233952E9
7.6559712E7,6.60283904E8,7.32288064E8,9.6996512E8,1.142066688E9
6.9923712E7,4.57769344E8,7.30964928E8,1.00942624E9,1.138031616E9
1.16202056E8,5.3244416E8,7.3038432E8,1.056998592E9,1.137706496E9
1.54542784E8,6.6608384E8,7.32753344E8,1.054676288E9,1.135651328E9
7.6413456E7,4.9090448E8,7.35526528E8,1.030934016E9,1.122606208E9
7.6950896E7,6.63908672E8,7.3112608E8,1.033842112E9,1.141904256E9
7.3436536E7,6.42508352E8,7.36588032E8,1.027856512E9,1.143667456E9
1.13961408E8,5.20963904E8,7.16835392E8,1.040561088E9,1.123654144E9
1.49812736E8,5.82699648E8,7.58179776E8,1.047095936E9,1.140973568E9
7.5593216E7,6.54396736E8,7.2874592E8,1.034636928E9,1.135154688E9
8.159668E7,6.53197184E8,7.2243488E8,1.051597696E9,1.142408832E9
1.40625216E8,5.19595264E8,7.46822464E8,1.024927296E9,1.142319872E9
8.2471504E7,6.17529344E8,7.47977216E8,1.033246656E9,1.138320384E9
1.24887592E8,6.68197952E8,8.41780672E8,1.048511232E9,1.143765632E9
9.5080528E7,6.21586112E8,7.30395136E8,1.042452608E9,1.137965696E9
1.40706352E8,5.38863872E8,7.26053248E8,1.04965568E9,1.143615232E9
7.6770712E7,5.8118624E8,7.36234752E8,1.039315392E9,1.123270272E9
5.9905348E7,5.2065872E8,7.29790464E8,1.035541696E9,1.140030976E9
8.9929672E7,6.98071168E8,7.37588928E8,9.73273024E8,1.139777408E9
7.9290192E7,4.62980384E8,7.38744192E8,9.9567968E8,1.138757632E9
9.6221384E7,5.3564016E8,7.35980672E8,1.0135936E9,1.14267584E9
8.2346552E7,6.59712192E8,7.39016384E8,1.052557568E9,1.136975104E9
1.19840848E8,4.60485984E8,7.35024704E8,1.0356992E9,1.123449088E9
7.2262688E7,6.83296384E8,7.35675328E8,1.049393664E9,1.14293376E9
9.206492E7,5.99066944E8,7.33283968E8,1.041992256E9,1.143062144E9
1.06658704E8,4.8028144E8,7.32903552E8,1.053006528E9,1.140811648E9
1.20357224E8,5.80699008E8,7.36132288E8,1.038423296E9,1.14245632E9
1.1649988E8,5.19242848E8,7.36763584E8,1.051566592E9,1.136271744E9
9.8701096E7,5.31563232E8,7.36381248E8,1.034446272E9,1.1352288E9
1.24449312E8,6.59875456E8,7.32246144E8,1.056536256E9,1.138611968E9
1.08675576E8,5.02250688E8,7.35750592E8,1.053070208E9,1.138487552E9
8.01886E7,5.27108192E8,7.3790016E8,1.0357792E9,1.12193152E9
1.16597672E8,6.95869952E8,7.39619328E8,1.054586368E9,1.12108416E9
7.7010152E7,4.67056448E8,7.3486016E8,1.042785536E9,1.1191264E9
7.5988416E7,5.19743744E8,7.3632448E8,1.05041152E9,1.14108544E9
1.47988096E8,6.1460928E8,7.3627456E8,1.058044928E9,1.122482688E9
7.7121216E7,5.424464E8,7.41897344E8,1.051567872E9,1.141334784E9
7.9297112E7,6.61627264E8,7.31479552E8,1.034205056E9,1.135215872E9
1.19262008E8,6.48689856E8,7.6959424E8,1.052665344E9,1.142164608E9
9.4611856E7,5.35020416E8,7.31916224E8,1.056304768E9,1.13582336E9
8.0483544E7,5.81940864E8,7.38592512E8,1.036119232E9,1.143355008E9
1.2082548E8,6.74931776E8,7.3213472E8,1.05408096E9,1.142029056E9
1.18014984E8,6.31909056E8,7.33705984E8,1.036843136E9,1.137011456E9
7.3496448E7,6.21919552E8,7.3042016E8,1.054606784E9,1.142761728E9
1.17719064E8,6.26694016E8,7.36619392E8,1.056240704E9,1.122585856E9
1.1771492E8,7.48104E8,7.32448128E8,1.052154816E9,1.141124224E9
1.31190552E8,5.37927232E8,7.3857632E8,1.057721408E9,1.138242816E9
8.054448E7,5.9299008E8,7.34846656E8,1.052021632E9,1.143590528E9
1.1997744E8,5.34000832E8,7.38152064E8,1.041770112E9,1.138353024E9
1.17359872E8,5.97898368E8,7.09440768E8,1.052808192E9,1.141795072E9
1.26276968E8,5.20633344E8,8.4555648E8,1.057175424E9,1.139139712E9
7.7844032E7,6.88172032E8,7.33225152E8,1.054671552E9,1.135005312E9
1.19061792E8,4.74381856E8,7.3321504E8,1.056340864E9,1.143198592E9
1.05634544E8,6.54153216E8,7.29117888E8,1.037821696E9,1.139995136E9
8.277392E7,6.47008384E8,7.31633408E8,1.051050624E9,1.121500288E9
1.1992996E8,5.18406656E8,7.33165568E8,1.041176064E9,1.142804864E9
1.19876768E8,5.78356416E8,7.78809536E8,1.051066624E9,1.122921856E9
1.25689712E8,6.7049408E8,7.35639808E8,1.056792256E9,1.142300928E9
7.8435064E7,5.9502336E8,7.79992192E8,1.052838976E9,1.143344256E9
1.38268592E8,5.61141632E8,7.2731488E8,1.03365856E9,1.136306048E9
1.45059984E8,5.85814464E8,7.91614848E8,1.05328288E9,1.141875712E9
7.7729064E7,5.18139776E8,7.28691136E8,1.056872512E9,1.134327808E9
7.8478152E7,6.87873216E8,7.76869696E8,1.036332736E9,1.141039232E9
1.0626428E8,4.70726688E8,7.38390528E8,1.054594176E9,1.142408448E9
1.6676672E8,5.35220896E8,7.3606624E8,9.68835264E8,1.122059648E9
1.39242784E8,6.61969408E8,7.39582592E8,1.011011328E9,1.14077568E9
1.3109596E8,4.64233696E8,7.40116288E8,1.054506432E9,1.138005888E9
1.18207496E8,6.83480256E8,7.37383232E8,1.037657984E9,1.143667456E9
1.28500008E8,6.10964544E8,7.48662336E8,1.052977088E9,1.122603776E9
8.0207256E7,5.29156512E8,7.33027008E8,1.042506112E9,1.142640896E9
7.7267208E7,5.31985632E8,7.73308288E8,1.061069952E9,1.142864512E9
1.44350128E8,6.39271232E8,7.51279488E8,1.057300288E9,1.136993152E9
7.7335336E7,4.79317408E8,7.28806528E8,1.053333632E9,1.122323328E9
7.9248088E7,6.76644352E8,7.3283648E8,1.0590608E9,1.13929408E9
1.63945184E8,6.32933952E8,7.32190848E8,1.053141696E9,1.142956928E9
1.00532824E8,5.14479392E8,7.32448128E8,1.056656576E9,1.136880896E9
1.02905008E8,5.50674048E8,7.40697856E8,1.057983744E9,1.140799616E9
7.8675112E7,6.7172416E8,6.86203392E8,1.057623104E9,1.14226944E9
1.37942448E8,6.22275072E8,7.23804224E8,1.058102656E9,1.135914496E9
7.6186408E7,5.24234368E8,7.21679744E8,1.054940992E9,1.141852288E9
7.6714768E7,5.90554112E8,8.38388736E8,1.05536544E9,1.13955776E9
1.32685824E8,5.36241568E8,8.5476704E8,1.056062464E9,1.142139392E9
1.07023984E8,5.0716848E8,7.60752768E8,1.034361344E9,1.140031872E9
7.9175936E7,5.98459712E8,7.30265088E8,1.049189824E9,1.122029696E9
1.66425344E8,6.75909696E8,7.7809472E8,1.06236544E9,1.124180992E9
1.05375184E8,5.97572352E8,7.2882144E8,1.054788864E9,1.142295424E9
7.6879312E7,5.54241152E8,7.35031488E8,1.055801152E9,1.118176896E9
1.29669728E8,5.19661056E8,7.40230976E8,1.058248704E9,1.140730496E9
1.1484748E8,6.98705216E8,7.34870272E8,1.05924224E9,1.136000512E9
7.9438216E7,4.4059776E8,7.3384224E8,1.052625984E9,1.143506688E9
1.35948992E8,5.3450208E8,7.38279808E8,1.055411136E9,1.12262016E9
7.7443136E7,6.6114336E8,7.43068864E8,1.03365888E9,1.142530688E9
1.3575888E8,4.62091168E8,7.35290688E8,1.059496512E9,1.122666752E9
1.18853776E8,5.35683168E8,7.34526144E8,1.055518144E9,1.141997824E9
1.2584632E8,5.78394112E8,7.37372224E8,1.056037184E9,1.123402752E9
7.9712392E7,5.1953616E8,7.3578016E8,1.038402176E9,1.140991488E9
1.20029288E8,5.3101456E8,7.37498816E8,1.050674048E9,1.137462272E9
1.52877152E8,5.02867904E8,7.36945984E8,1.062792832E9,1.143119104E9
7.6293944E7,5.99206016E8,7.32916224E8,1.053340992E9,1.117588224E9
7.906576E7,6.06621248E8,7.39279296E8,1.058705152E9,1.143477888E9
1.2009272E8,5.15641664E8,7.3211968E8,1.053367872E9,1.139313024E9
1.21124032E8,5.1529792E8,7.33637056E8,1.058784448E9,1.123872896E9
7.8098152E7,6.54511808E8,7.36950208E8,1.060139712E9,1.141810432E9
1.29453184E8,6.41256896E8,7.31728768E8,1.058006848E9,1.12292608E9
1.63786736E8,5.1787808E8,7.35246848E8,1.056276416E9,1.142418304E9
7.64082E7,1.04375352E8,7.32276352E8,1.057207744E9,1.143058432E9
7.9275736E7,6.1380288E8,7.36336384E8,1.054934464E9,1.136573184E9
1.30618216E8,5.1170688E8,7.36711808E8,1.054698048E9,1.12266112E9
1.62506496E8,6.94140096E8,7.29590016E8,1.05592608E9,1.142176896E9
7.9407936E7,6.01404288E8,7.28050368E8,1.056884736E9,1.129351936E9
8.221656E7,5.31676256E8,7.30126016E8,1.032660288E9,1.142301824E9
9.4983896E7,5.29776768E8,7.34579264E8,1.051200896E9,1.129127552E9
