1B,32B,1024B
0.2953850030899048,0.09966299682855606,0.15180499851703644
0.11973299831151962,0.09229099750518799,0.15060900151729584
0.1296820044517517,0.09485200047492981,0.15393400192260742
0.10286899656057358,0.10917899757623672,0.23171700537204742
0.12108500301837921,0.09997600317001343,0.23640300333499908
0.1228329986333847,0.0983709990978241,0.24057699739933014
0.10176699608564377,0.09080599993467331,0.227292001247406
0.12238399684429169,0.09104099869728088,0.1280529946088791
0.12053199857473373,0.09123499691486359,0.16596800088882446
0.102292999625206,0.09201200306415558,0.1497489959001541
0.12238500267267227,0.09201499819755554,0.15275999903678894
0.09420900046825409,0.11975300312042236,0.18802300095558167
0.11996199935674667,0.09174899756908417,0.22780899703502655
0.12054300308227539,0.09688899666070938,0.15289099514484406
0.11327899992465973,0.09926600009202957,0.1516599953174591
0.12066499888896942,0.09388399869203568,0.14713400602340698
0.12518399953842163,0.09195300191640854,0.18603800237178802
0.20291100442409515,0.09175299853086472,0.23287899792194366
0.17132799327373505,0.09138599783182144,0.23728899657726288
0.11104699969291687,0.0983550027012825,0.22515399754047394
0.18220600485801697,0.09813500195741653,0.142645001411438
0.16531799733638763,0.09222099930047989,0.13012699782848358
0.15592999756336212,0.09679000079631805,0.16330799460411072
0.1515370011329651,0.09228499978780746,0.2375359982252121
0.1414950042963028,0.09969799965620041,0.1426199972629547
2.0014660358428955,0.0924760028719902,0.20295000076293945
0.11154299974441528,0.09843999892473221,0.23645399510860443
0.15917399525642395,0.11146099865436554,0.15267400443553925
0.16157999634742737,0.10098099708557129,0.26739999651908875
0.14901399612426758,0.09702800214290619,0.23576100170612335
0.1565220057964325,0.09903500229120255,0.22961799800395966
0.15317599475383759,0.09281200170516968,0.1455409973859787
0.1538510024547577,0.09882400184869766,0.16263599693775177
0.1490820050239563,0.09775000065565109,0.14202499389648438
0.14034199714660645,0.09921900182962418,0.1608240008354187
0.1493220031261444,0.13478900492191315,0.23398999869823456
0.14889399707317352,0.10074300318956375,0.22888800501823425
0.14868299663066864,0.09195400029420853,0.22796200215816498
0.15835100412368774,0.0919400006532669,0.2339099943637848
0.14929799735546112,0.09188900142908096,0.22534999251365662
0.14883899688720703,0.09225299954414368,0.14201800525188446
0.1586810052394867,0.09155599772930145,0.1615699976682663
0.12981799244880676,0.09715499728918076,0.18434900045394897
0.14438700675964355,0.10373099893331528,0.23437200486660004
0.15657399594783783,0.09291599690914154,0.15564200282096863
0.15095500648021698,0.09703200310468674,0.23666499555110931
0.15253899991512299,0.09933900088071823,0.22904899716377258
0.1568630039691925,0.09699100255966187,0.1655150055885315
0.13075800240039825,0.0989840030670166,0.20551499724388123
0.13371500372886658,0.09188099950551987,0.14188100397586823
0.16078899800777435,0.0989760011434555,0.1856430023908615
0.1292479932308197,0.09290800243616104,0.23486100137233734
0.12794500589370728,0.0941229984164238,0.22849099338054657
0.11928100138902664,0.09837599843740463,0.22906999289989471
0.1318030059337616,0.09844599664211273,0.2330310046672821
0.12030799686908722,0.09208100289106369,0.23814599215984344
0.12027899920940399,0.09217599779367447,0.23558099567890167
0.11920999735593796,0.09153000265359879,0.23348699510097504
0.13040399551391602,0.09757799655199051,0.2358669936656952
0.1545190066099167,0.091839998960495,0.21212799847126007
0.14900200068950653,0.11608400195837021,0.14948800206184387
0.1321370005607605,0.09922900050878525,0.15097899734973907
0.155240997672081,0.09854999929666519,0.19376599788665771
0.13545599579811096,0.09678900241851807,0.16824400424957275
0.1481260061264038,0.09982900321483612,0.265828013420105
0.132315993309021,0.09924300014972687,0.23420199751853943
0.12210399657487869,0.09883300215005875,0.2347320020198822
0.13234500586986542,0.09780000150203705,0.20299400389194489
0.1334889978170395,0.13493900001049042,0.23759399354457855
0.13450799882411957,0.09878899902105331,0.24092400074005127
0.1332560032606125,0.09870000183582306,0.2563689947128296
0.13262900710105896,0.09639599919319153,0.24149499833583832
0.13302800059318542,0.0968950018286705,0.24149399995803833
0.13252000510692596,0.09807299822568893,0.23570799827575684
