1 B,32 B,1.0 KB
15.90876579284668,0.589031994342804,0.5903030037879944
0.7022539973258972,0.42894700169563293,0.4051800072193146
0.6769089698791504,0.2960369884967804,0.406031996011734
0.6982799768447876,0.2587929964065552,0.3582179844379425
0.6088659763336182,0.266867995262146,0.37868398427963257
0.5616729855537415,0.251569002866745,0.301393985748291
0.5654339790344238,0.2866710126399994,0.3322489857673645
0.40474599599838257,0.28682801127433777,0.3658500015735626
0.2275570034980774,0.3464599847793579,0.3737010061740875
0.23519699275493622,0.26959899067878723,0.3678309917449951
0.22319500148296356,0.2684530019760132,0.4118820130825043
0.24049900472164154,0.2610419988632202,0.325437992811203
0.24585199356079102,0.2740600109100342,0.35306599736213684
0.2964020073413849,0.2517080008983612,0.36324799060821533
1.0710359811782837,0.2994610071182251,0.3892039954662323
0.27614501118659973,0.30216899514198303,0.38515999913215637
0.24910299479961395,0.3002229928970337,0.3582080006599426
0.25056201219558716,0.2892470061779022,0.3583180010318756
0.20752200484275818,0.2971389889717102,0.42313501238822937
0.23389999568462372,0.29289400577545166,0.3643769919872284
0.24933500587940216,0.2533780038356781,0.3633829951286316
0.28500300645828247,0.307096004486084,0.3656190037727356
0.2391750067472458,0.28076300024986267,0.2965700030326843
0.24910800158977509,0.3597230017185211,0.32631900906562805
0.23487600684165955,0.29835501313209534,0.40447500348091125
0.20545600354671478,0.4091089963912964,0.3957819938659668
0.19924700260162354,0.3607249855995178,0.3050220012664795
0.24045400321483612,0.9995070099830627,0.32708999514579773
0.4574880003929138,0.37343698740005493,0.5173959732055664
1.6902040243148804,0.40504100918769836,0.354543000459671
0.2734769880771637,0.3107439875602722,0.40681299567222595
0.20648600161075592,0.2425609976053238,0.357342004776001
0.20758800208568573,0.2358510047197342,0.3558180034160614
0.22585099935531616,0.2860339879989624,0.40656399726867676
0.2751530110836029,0.23987199366092682,0.3580850064754486
0.22736899554729462,0.2390509992837906,0.31849199533462524
0.23776400089263916,0.23409399390220642,0.36171600222587585
0.23219600319862366,0.2591559886932373,0.34940800070762634
0.22613400220870972,0.2413170039653778,0.364656001329422
0.2240779995918274,0.233707994222641,0.4381389915943146
0.2267950028181076,0.13331599533557892,0.3442409932613373
0.260809987783432,0.16344000399112701,0.41986799240112305
0.26989901065826416,0.15385599434375763,0.3552890121936798
0.18758100271224976,0.1583240032196045,0.4058290123939514
0.20973899960517883,0.1346070021390915,0.35591599345207214
0.22164499759674072,0.1530119925737381,0.42664700746536255
0.2501469850540161,0.12928099930286407,0.34993401169776917
0.20279599726200104,0.16577599942684174,0.4428179860115051
0.22490699589252472,0.1310970038175583,0.33126598596572876
0.2649810016155243,0.14806699752807617,0.3456999957561493
1.0733970403671265,0.12894199788570404,0.3970879912376404
0.22525900602340698,0.16044899821281433,0.3204459846019745
0.22181400656700134,0.12984499335289001,0.4189940094947815
0.21856099367141724,0.19753900170326233,0.4408009946346283
0.22054199874401093,0.12811699509620667,0.9565200209617615
0.17539499700069427,0.16770799458026886,0.6100369691848755
0.6507769823074341,0.13272500038146973,0.3419039845466614
0.20934699475765228,0.1988310068845749,0.3493120074272156
0.21863800287246704,0.1284240037202835,0.34497198462486267
0.2230049967765808,0.15566100180149078,0.38334399461746216
0.2075510025024414,0.1295430064201355,0.36059099435806274
0.22907499969005585,0.15855200588703156,0.3453199863433838
0.27097299695014954,0.12688200175762177,0.36311501264572144
0.24122799932956696,0.19031000137329102,0.4818809926509857
0.23045800626277924,0.13280700147151947,0.35486900806427
0.22067299485206604,0.1578959971666336,0.3569909930229187
0.2012699991464615,0.12994800508022308,0.40049099922180176
0.23312599956989288,0.1314850002527237,0.3474330008029938
0.2350739985704422,0.13336299359798431,0.3571630120277405
0.22404299676418304,0.18668900430202484,0.36203500628471375
0.17881999909877777,0.12711399793624878,0.3287239968776703
0.18554499745368958,0.16208399832248688,0.37716200947761536
0.2217629998922348,0.13089899718761444,0.31261199712753296
0.2130970060825348,0.16183100640773773,0.29008299112319946
0.15509100258350372,0.12903599441051483,0.30299898982048035
0.2122340053319931,0.16313399374485016,0.3074760138988495
0.2113170027732849,0.1385899931192398,0.2615090012550354
0.172107994556427,0.16902899742126465,0.29363301396369934
0.1996929943561554,0.1607069969177246,0.3256550133228302
0.22891899943351746,0.19867999851703644,0.3118959963321686
0.15785199403762817,0.13490800559520721,0.31759101152420044
0.22678500413894653,0.16103899478912354,0.25618401169776917
0.2191449999809265,0.2008039951324463,0.28144100308418274
0.21601800620555878,0.13003499805927277,0.2731750011444092
0.21207499504089355,0.151869997382164,0.2953909933567047
0.21290799975395203,0.12611700594425201,0.3117710053920746
0.1513420045375824,0.1791439950466156,0.29921698570251465
0.21498200297355652,0.12812599539756775,0.2906489968299866
0.21860399842262268,0.16791599988937378,0.37940099835395813
0.15136200189590454,0.12925200164318085,0.28085801005363464
0.2353760004043579,0.16977399587631226,0.3451460003852844
0.22420300543308258,0.7390419840812683,0.2650049924850464
0.18995599448680878,0.1596439927816391,0.3962169885635376
0.22415299713611603,0.12977400422096252,0.3470410108566284
0.14923399686813354,0.19016100466251373,0.25761300325393677
0.19408400356769562,0.13944700360298157,0.3004849851131439
0.22036699950695038,0.203342005610466,0.34419000148773193
0.1484609991312027,0.1317169964313507,0.2938370108604431
0.1954440027475357,0.18872399628162384,0.30489298701286316
0.20867399871349335,0.129940003156662,0.27087798714637756
