1,32,1024
3194745,43074949,44371693
46807417,42780811,43705926
42879764,43092842,44042834
44343154,43744773,44028808
42645807,43037033,44050829
43058079,42945784,43710034
42725033,42951866,43928104
43082319,42988033,44074967
42906523,43277086,42850619
42840060,42648834,42948188
43255982,42915504,43735502
42881812,43183813,45010572
42744761,42820630,42953275
43123543,43205742,42902528
79945286,42500461,90682675
46382027,44162856,50535491
46338987,44930855,42414095
43227587,42897872,42995240
43119028,42868394,43117042
42539933,42972044,42862574
42907324,43416003,43854640
43052852,43863668,42988100
42662081,42477424,42958018
42935585,64280043,43515639
89547641,55749232,42611879
43539107,42899433,43643398
43049984,43375414,43195285
42794467,42513120,42888802
42759301,42960606,43007080
42986338,43009914,42967892
42907709,44121527,42993866
42957426,42449426,45021310
42839681,43533691,43069378
42676939,42606877,44085110
42821757,43125572,42609705
43235769,43508287,42978389
42761662,43253999,42975937
42866469,42696808,43186088
43443370,42960735,42722379
43907436,43474404,43217044
42337379,43516533,42776059
42885835,43060314,43160512
90761550,43081208,43669582
43455944,42904487,57258568
43987828,43294132,44809670
42666175,43964361,44095226
42591407,44887539,43334109
44107110,43501825,43371960
42737697,42699334,43766733
43239205,43423629,43124399
42557841,70091850,43010104
42810420,46287716,43174175
43143867,43013575,42794405
42497484,43525650,42936894
43389367,43697820,42823210
42686005,42725536,42969080
42784159,42862813,43162477
43010641,43012055,42798453
42995085,42775156,43006336
42722671,42893885,42916375
43297298,43016452,44917556
42608799,42907761,42972796
42843888,43370237,43089464
97925260,44012623,43712909
43767931,42546215,43364994
42827306,43158249,42644056
43190353,43013800,43112575
43931494,42941952,42932633
42876592,43340201,42769435
45417778,43574757,42957134
43479563,42828997,42990245
42899522,56465190,42940323
42981396,47797916,68252342
42930404,63209487,43617278
42645290,43560343,43058106
43249818,42526442,45376383
42979712,42730979,43466109
42703951,43346477,43258490
84841018,42673325,43006705
50394783,43713006,43411997
47144606,43626814,42987730
43121963,43575252,43306210
43284619,44010300,46374455
43630977,42448014,43446953
43236851,43422834,42631235
42749073,42709563,42859837
42692118,42781298,43165916
42881478,44027277,43062676
