1,32,1024
414367,39647563,39658623
39870116,39877119,39977844
40008914,39958122,39962326
39931731,39940930,39949176
39896901,39962949,39945596
39963093,39953834,39963973
39912790,39960661,39981422
39864325,39948295,39932946
39982231,39974671,39966979
39912672,39968608,39949033
39907869,39944635,39966461
39880702,39968112,39949355
39915670,39958604,39961640
39957215,39959187,39929908
39914208,39942625,39956153
39911048,39965207,39955792
39885710,40044564,40053886
40238473,39871408,39825787
39709859,39937398,39976928
39881882,39980886,39967049
39923505,39955933,39938445
39952482,39965553,39981977
39888310,39951086,39928538
40045183,39963178,40000385
39741644,39950981,39932235
40007881,39958955,39960153
39797814,39944251,39978729
39898497,39959515,39948335
39932573,39959259,39974081
39914275,39969850,39915447
39930674,39958923,40040932
39877428,39954404,39881130
39917676,39963509,39961170
39872833,39952170,39957326
39965305,39966167,39971178
39838610,39940596,39942339
39995396,39957926,39939122
39918785,39949044,39978843
39924634,39966070,39941741
39878791,39955320,39949377
39991788,39961295,39959139
39903968,39956026,39980053
39929742,39960078,39891603
39877744,40021388,40008265
39947534,39895901,39953081
39935698,39924393,39950669
39960583,39994152,40041478
39884777,39958601,39966277
39915756,39957487,39900373
39940843,39949794,39966315
39919507,39949643,39875544
39848560,39955121,39955792
39726155,39974982,39967795
39972837,39947353,39937876
39952736,39956487,39936296
39907013,39956027,39974785
39894435,39958641,39940868
39969712,39939671,39973191
39883671,39979983,39948429
39966779,39957799,39991194
39887834,39955897,39936275
39971521,39958676,39961473
39917008,39962035,39961318
39938150,39951431,39963242
39889735,39958951,39955970
39886045,39955319,39960047
39990466,39973576,40101765
39873622,39923020,39808886
39939029,39955800,39951218
39930471,39982147,39985491
39923390,39937132,39934343
39928229,39978904,39960889
39940427,39936272,39945620
39907890,39967479,39972318
39965730,39959775,39936939
39962928,40083985,39961459
39891824,39729026,39943914
39900260,39898891,39978165
39981704,39951787,40041352
39967108,39964673,39852165
39882950,39955021,39966298
40008371,39963865,39968518
39906550,39938713,39963448
39949291,39975900,39945686
39859526,39968297,39978334
39983254,39948572,39946185
39939048,39958145,39959729
39901530,40019960,39957993
39941925,39903679,39968146
39930446,39944776,39937964
39946950,39962037,39972705
39934286,39959622,39978722
39931361,39948117,39945085
39909495,40034938,39974335
40009727,39896163,39942687
39822011,39923126,39970556
40038371,40037978,39961395
39858730,39923826,39955326
39914014,39940334,39961276
39922896,39958449,39954580
39967058,39952583,39945280
39977010,39968436,39985699
39922198,39970784,39943522
40025004,39945192,39962107
39873372,39956327,39912131
39934079,39962937,39956957
39928229,39942875,39976768
39935712,39954818,39951395
39927334,39963283,39938601
39901056,40007506,39989268
39940887,39909944,39922886
39929062,39969046,39950744
39957788,39958975,40044227
39949083,39985184,39879720
39941200,39950898,39945007
39952765,39949172,39968195
39877517,39943639,40023678
39965044,40009716,39877311
39991672,39928952,39959344
39885580,39988634,39973434
40031769,39921164,39959777
39784043,39969074,39969285
39965603,39957470,39955974
39905998,39953332,39969795
39967333,39943039,39956929
39882612,39957393,39946281
39974048,39950428,40030417
39887894,39959255,39892097
39864326,40012996,39979747
39950810,39886821,39921622
39904720,39982168,39964138
39959824,39956309,39958982
39931598,39929923,39945802
39941600,39975291,39955612
39905278,39978718,39973686
39977487,39947456,39956023
39900659,39963006,39952349
39960008,40034795,39965294
39909965,39885587,39986519
39968015,39962484,39937981
39907018,39971447,39956143
39971525,39947641,39960921
39906318,39955316,40077205
39968738,39963227,39814170
39905246,40019058,39968687
39991699,39862957,39971792
39876593,39998775,39947860
39977656,39960522,39974497
39932131,39944432,39943391
39934892,40010082,39981505
39904448,39916976,39946091
39988830,39963553,39961466
39888747,39960882,39948188
39971179,39962119,39990384
39937281,39945971,39936201
39930870,39961209,39964230
39914749,39956362,39952354
39967751,39952279,39948857
39913037,39984060,39951331
39961381,39991159,39977139
39938375,39915022,39955133
39936077,39969121,39943178
39901452,39958055,39953638
39972721,39953870,39974092
39906612,39971871,39935469
39969735,39951211,39972857
39906732,39960548,39942853
39969062,39953915,39973725
39906491,39961900,39935111
