Sliding Window No Drops,Sliding Window Drops,Stop and Wait No Drops,Stop And Wait Drops
0.00645418930798769,0.002826748415827751,0.004573421087116003,0.00390663044527173
0.004952587187290192,0.0021574078127741814,0.004151748493313789,0.004177022259682417
0.0031624981202185154,0.0027185899671167135,0.0038411663845181465,0.0028820910956710577
